u_apercor	g_apercor	r_apercor	i_apercor	z_apercor	y_apercor
24.5776	24.3228	23.7768	23.3525	23.2770	23.1307
21.7030	21.5154	21.1692	20.9219	20.7669	21.4784
23.8635	23.6541	23.1861	22.5314	22.1323	21.9646
23.7563	23.3021	22.6922	22.0122	21.7967	21.8055
24.1265	23.5582	22.9059	22.1956	21.9927	22.0574
18.2852	17.2060	16.6786	16.3871	16.1286	15.9113
24.4776	24.2564	23.7806	23.0216	22.7607	22.6330
22.1408	20.8485	19.8454	19.2744	19.0124	18.8752
23.7449	23.6364	23.3605	22.7929	22.6167	22.5316
22.5760	22.0515	21.4272	21.3271	21.2001	21.1920
23.0846	22.9872	22.8844	22.3815	22.2520	21.5787
24.2336	24.1009	23.4213	22.9951	22.9626	23.1249
23.0354	22.6421	22.2997	21.9015	21.4893	20.9263
25.2296	23.2866	21.7380	20.6564	20.2546	20.0792
25.0372	23.1785	21.7380	21.1517	20.8806	20.7690
22.1657	21.7429	21.2021	21.1826	21.0079	21.0989
24.4721	24.3005	24.1718	23.9599	23.5750	23.2640
22.4569	21.8019	21.3815	21.2079	21.2143	21.2605
22.4822	21.5930	20.7620	20.3885	20.1749	20.1227
23.0587	22.6061	21.8304	21.3163	21.1801	21.1289
22.2154	21.5247	20.6218	20.2439	19.9969	19.8998
24.2167	23.2051	22.0437	21.3867	21.1299	21.0480
23.7882	23.5143	22.8164	22.4608	22.4236	22.9402
23.7257	23.0968	22.5062	22.4087	22.2573	22.8257
24.0069	23.2836	22.4778	21.6087	21.3246	21.5593
26.1253	24.5730	22.9470	21.6896	21.1299	21.1075
22.9269	21.6986	20.4334	19.3924	18.9705	21.1397
20.8345	20.0774	19.6656	19.3754	19.3202	19.2286
24.0901	23.6501	23.2912	23.3524	23.3523	23.4941
22.7075	21.8598	21.5208	21.3225	21.2822	21.3691
24.1402	23.2274	22.0436	21.3319	21.0452	20.8706
24.1745	22.2652	20.7929	20.1062	19.8099	19.7067
24.7539	24.5990	24.0868	23.4525	23.2850	23.3722
22.7204	21.7894	20.5989	20.0127	19.7157	19.5951
27.1926	24.8492	23.3824	22.3507	22.0059	21.8056
23.5612	23.3729	22.9166	22.5151	22.3634	22.6707
24.5078	24.1211	23.4883	23.0006	22.9628	23.1878
24.3967	24.1757	23.8195	23.2219	22.8179	22.7143
24.9098	24.2740	23.4777	22.7053	22.3603	22.4852
25.0185	24.1318	23.7126	23.4859	23.4273	23.2863
23.5409	23.2264	22.7226	22.0702	21.4046	21.1626
23.2189	23.2205	23.3052	23.3536	23.2955	23.2552
24.6886	23.9293	23.3888	23.2065	23.1111	23.2319
24.4371	24.1831	23.6407	23.1489	22.9547	23.0825
23.2517	23.0882	22.9902	22.8497	22.6465	22.3421
23.3009	23.1187	23.0636	22.8824	22.5799	22.3965
24.4559	24.2279	23.7598	23.1561	22.9829	22.9644
25.3639	24.1304	22.6213	21.4000	20.7489	21.2543
25.6427	24.9770	24.2801	24.1722	24.1277	23.7304
27.9553	25.9171	24.1091	22.8579	21.9871	21.6888
25.1042	24.5188	23.7583	22.8876	22.4124	22.1384
22.9037	22.4875	21.9425	21.2794	21.1156	21.0508
24.9015	24.6740	23.9224	23.2351	22.6281	22.3622
24.8901	24.4966	23.8383	23.2334	23.0528	23.0645
24.7859	24.6691	24.2084	23.7706	23.6469	23.6823
23.9707	23.8542	23.7158	23.5074	23.0758	23.0745
22.8699	22.5600	22.1223	21.5641	21.4033	21.4307
23.8519	23.7546	23.6370	23.1087	22.9644	22.8447
24.0281	23.8083	23.5880	23.0308	22.8908	22.4440
25.1374	24.9367	24.5663	24.0911	23.5399	23.4592
24.3709	23.9998	23.2416	22.7745	22.7012	22.6042
24.2360	24.1316	23.9313	23.3473	23.1321	23.1139
24.4353	24.3516	23.9176	23.5214	23.1702	23.7193
27.9279	25.2804	23.7422	22.5483	22.1498	21.8713
23.7598	23.6275	23.4864	23.2199	22.9794	22.9299
24.3435	24.0137	23.8294	23.5096	23.3324	22.9253
23.8025	23.7084	23.6740	23.4979	23.0816	23.0742
24.1460	24.0139	23.8444	23.2864	23.1474	22.7373
23.2980	23.0819	22.7976	22.2229	22.0356	22.1307
25.0239	24.4405	23.8841	23.4322	23.2419	23.2217
24.1546	23.7307	22.9963	22.5099	22.3585	22.2662
24.0619	23.7808	23.2283	22.7382	22.5980	22.5551
23.3215	23.0619	22.6315	22.1200	21.9702	21.9982
23.8596	23.4745	22.8997	22.2886	22.1019	22.0164
24.2978	23.8695	23.3461	23.2230	22.9389	22.9082
22.1104	21.5941	20.7949	20.4951	20.3210	20.2211
23.7547	23.4733	23.0211	22.3550	21.9665	21.7677
24.1516	23.3018	22.8937	22.6393	22.5759	22.5202
23.7620	23.2991	23.1128	22.8669	22.6684	22.5109
23.1731	22.9961	22.5179	22.0245	21.4967	21.2952
24.2723	24.1169	23.6718	23.1310	22.9536	23.1970
26.0457	24.6525	23.2591	22.1479	21.7724	21.6038
21.4515	20.1871	19.6188	19.3500	19.1670	19.1290
21.8850	21.4242	20.9052	20.8224	20.6614	20.6304
24.1472	23.8473	23.3488	22.5643	22.2448	22.3101
22.9122	22.2402	22.1457	22.1240	22.1689	22.2712
22.2279	22.0573	21.8266	21.2298	21.0490	21.0340
23.2397	22.7366	22.0346	21.3981	21.1649	21.3272
27.2554	25.4097	23.7996	22.6246	21.7328	21.2579
24.3444	23.4222	22.6458	22.2965	22.1049	22.0021
25.7558	24.2898	22.9165	21.7210	21.3290	21.2258
24.5573	24.3454	23.9332	23.2892	23.0406	22.9529
23.4130	22.4240	21.6743	21.3234	21.0964	21.0484
23.8327	23.5389	22.9672	22.4139	22.2473	22.2916
25.4278	24.0820	22.7608	21.8665	21.4389	21.1655
23.8476	23.2939	22.4600	21.5261	20.9698	20.8757
22.5511	21.7259	21.1988	20.9504	20.8656	20.8379
23.2513	22.7569	22.1081	21.1375	20.7698	20.6860
25.9814	24.5555	23.2338	21.8162	21.2918	21.0166
26.0838	24.0500	22.4952	21.2666	20.8488	20.7100
23.8078	23.3093	22.5798	22.3164	22.1976	22.2042
22.8949	22.1025	21.1076	20.6092	20.3256	20.1978
22.7226	22.4405	22.0916	21.7567	21.4308	20.7893
25.7060	25.0310	24.1489	23.5550	23.3229	23.1517
23.0416	22.7781	22.2502	21.9838	22.0431	22.0232
23.1283	22.9092	22.4946	21.9624	21.3742	21.2726
24.8773	23.9081	23.3188	23.0131	22.8849	22.7397
24.7806	24.4235	23.7063	22.8401	22.2604	21.8774
26.5556	25.1756	23.5623	22.2618	21.6320	21.3066
22.3727	21.9396	21.5454	20.9249	20.6776	20.9583
23.9685	23.2331	22.4078	21.4400	21.1031	20.8788
23.3958	23.2466	22.8362	22.3532	22.2026	22.3644
24.3349	23.6386	22.7161	21.7407	21.3369	21.1154
23.8863	23.0272	22.0329	21.0697	20.7348	20.5649
24.2152	22.1969	20.7133	19.9792	19.6782	19.5650
21.5241	20.5270	19.8888	19.5645	19.3333	19.3339
24.5286	24.2860	23.9366	23.2415	23.0306	22.9394
23.5163	23.1707	22.7440	22.0685	21.8583	21.8050
23.7655	23.6875	23.5780	23.1839	22.8069	22.8291
24.5173	23.3955	22.4704	21.9713	21.6871	21.4641
24.7352	24.2497	23.8643	23.4310	22.9552	22.3593
23.9683	23.5515	23.0891	22.3478	22.0340	21.9047
23.4104	22.6907	22.1219	21.9998	21.8793	21.9211
25.9237	25.1176	24.3654	23.5389	23.2592	23.0570
22.8340	22.6830	22.5943	22.4720	22.1584	22.0158
25.1461	24.6148	24.1979	23.9630	23.7763	23.8143
24.2096	24.0076	23.7219	23.1767	22.9264	23.0833
24.2316	23.6460	23.1563	23.0271	22.9970	23.0460
24.7997	24.4706	24.0555	23.3505	23.1380	23.0221
25.4312	25.2776	24.7488	24.2260	23.5586	23.2145
24.0273	23.6930	23.5260	23.2492	23.0446	22.7762
24.6318	24.5690	24.4830	24.0706	23.7304	23.6285
23.9227	23.7338	23.4954	23.0941	22.6658	22.3776
25.5999	25.5449	25.2250	24.6952	24.3877	24.5004
25.3226	25.2210	25.0196	24.6274	24.1935	23.8913
24.4257	24.1712	24.1550	24.1061	23.9324	23.4755
23.7149	23.5643	23.2703	22.5880	22.4090	22.4563
24.2489	23.7895	23.1473	22.3381	22.1153	22.1393
23.4629	23.1440	22.5352	22.3312	22.2942	22.2503
22.5229	21.7865	20.7798	20.2412	19.9679	20.3850
24.2791	23.8684	23.7597	23.6865	23.6954	23.4368
25.3733	24.3416	23.2642	22.3034	21.9307	21.6001
23.9333	23.7404	23.6634	23.3322	23.1442	22.9282
24.2474	24.1425	23.9015	23.2711	23.1260	23.1546
24.1678	23.7621	23.0501	22.7929	22.6785	22.4611
24.0528	23.8376	23.4300	22.7718	22.6262	22.4595
26.6551	25.3163	23.6793	23.0262	23.0346	22.9411
24.1393	24.0287	23.8616	23.3423	23.0580	22.7061
23.9942	23.9220	23.7461	23.2350	23.0010	22.5873
25.7755	25.2421	24.1969	23.8586	23.7583	23.7646
23.5320	22.9413	22.2398	21.3352	21.0696	21.0141
23.8258	23.3455	22.7074	22.5636	22.3765	22.5954
23.0022	22.8397	22.2406	21.9396	21.9923	21.8436
22.6312	21.7671	20.9397	20.5768	20.2618	20.2842
23.0555	22.4102	21.6982	20.8925	20.6651	20.4826
24.0904	23.9739	23.6484	22.9620	22.6415	22.4605
25.4093	24.7480	23.9567	23.7603	23.6666	23.2451
22.9591	22.6590	22.2462	21.5034	21.3083	21.4425
23.7035	22.7889	21.6434	21.0674	20.7321	20.4280
23.0740	22.2454	21.1448	20.1309	19.7688	19.6676
21.9991	21.1770	20.7896	20.5839	20.4811	20.3641
23.5820	23.4097	23.0611	22.4720	22.3006	22.2833
24.5379	24.3401	23.7264	23.0857	22.5477	22.2666
23.9593	23.6725	22.8975	22.5808	22.5199	22.2850
25.0980	24.9727	24.7064	24.1470	23.9759	24.0691
22.9362	21.4981	20.2445	19.6884	19.4253	19.2951
22.8039	22.4300	21.6320	21.2956	21.1794	21.0978
24.3036	23.8511	23.0830	22.2697	22.0589	21.8707
24.9243	24.3660	23.8340	23.2065	22.7746	22.1432
26.0420	24.9712	23.3550	22.1486	21.3816	21.2197
25.4521	24.5545	24.0040	23.7184	23.6517	23.7758
24.2026	22.6031	21.1774	20.4898	20.1501	20.0173
26.1980	24.8688	23.4951	22.3259	21.9591	21.6898
22.7419	22.0755	21.3609	21.1349	20.9667	21.0017
22.9964	22.4538	21.7769	20.9068	20.6461	20.4405
23.9265	23.5272	22.9419	22.1196	21.7966	21.6025
24.9335	24.7998	24.5038	23.8335	23.6370	23.4816
24.2481	24.1990	23.7786	23.3620	23.2243	23.2943
24.4895	23.7116	22.9118	22.0331	21.7128	21.4313
24.3623	24.2547	23.9384	23.5346	23.0295	22.8458
25.5889	25.4170	24.9701	24.3650	24.2784	24.1394
25.4562	25.2818	24.8867	24.2544	24.0097	23.9770
24.9671	24.1933	23.4273	22.5231	22.1840	22.0098
24.6200	24.2342	23.7238	22.9779	22.5645	22.5427
22.4055	22.0428	21.5351	20.8161	20.6189	21.6218
24.9443	24.4844	23.9872	23.4331	22.8451	22.4430
25.3608	24.8043	24.0135	23.6782	23.5593	23.3522
24.8829	24.7836	24.6770	24.5294	24.0526	23.8430
25.7215	25.4981	24.7504	24.4241	24.4349	24.4219
24.0367	23.8536	23.4928	22.9154	22.6943	23.0720
24.4415	24.2217	23.8849	23.2553	23.0678	23.1468
24.3659	24.3204	24.2339	23.6735	23.4700	22.9155
24.9845	24.7974	24.1769	23.7345	23.7170	23.7934
23.8649	23.1448	22.5567	22.3690	22.2512	22.1693
20.1697	20.0451	19.6585	19.3630	19.2569	21.8502
24.8243	24.7229	24.4792	24.1511	23.6197	23.3656
24.7104	24.4365	23.7715	23.6138	23.6055	23.5733
24.2009	23.8774	23.2642	22.7657	22.6626	22.5006
24.0586	23.9462	23.7938	23.6305	23.2487	23.0983
24.0295	23.1200	22.5088	22.2799	22.1517	22.2327
23.9422	23.2261	22.4935	21.7221	21.4814	21.2815
24.9689	24.9201	24.8011	24.5632	24.0605	23.9977
25.1624	24.3395	23.8286	23.6237	23.5187	23.2979
20.3214	19.9966	19.4271	18.8170	18.5135	21.5648
24.6867	24.5525	24.1481	23.7692	23.6927	23.6847
22.9979	22.2590	21.7245	21.5070	21.3660	21.3325
23.4897	23.2281	22.8127	22.5445	22.5565	22.5166
25.2294	24.7791	24.0438	23.8116	23.6673	23.6713
25.0767	24.7079	24.2066	23.5196	22.8342	22.2685
24.6459	24.2986	23.5275	23.2198	23.1421	22.9614
25.6432	25.4504	24.9656	24.3424	24.0845	24.1421
24.9862	24.8842	24.9336	24.9531	24.9881	24.6471
24.5741	24.4418	24.1868	23.6890	23.2845	23.0993
24.7875	24.7273	24.6182	24.3899	23.9583	23.8910
24.2594	24.0518	23.9902	23.9149	23.6192	23.4462
23.3572	23.2121	23.0070	22.5044	22.2409	22.1754
24.3406	24.0672	23.5352	23.2917	23.2983	23.2060
24.2220	23.6821	22.8701	22.6034	22.4491	22.3624
24.5484	23.9291	23.2141	22.2443	21.8478	21.7296
23.6358	23.1902	22.5047	22.2252	22.0743	21.9676
24.2426	24.1290	24.0101	23.8237	23.5171	23.0430
23.5897	23.5808	23.6270	23.5400	23.2265	23.6373
22.2884	22.3202	22.2432	22.1301	21.7934	22.1423
23.7207	23.4348	22.8820	22.4738	22.4301	22.3581
22.3106	21.9022	21.3990	21.3565	21.2300	21.4617
23.3484	21.8355	20.7257	20.2159	19.9655	19.8048
22.5685	22.0395	21.9446	22.1732	21.9599	21.6003
24.7797	24.6342	24.0959	23.6033	22.9698	23.1883
24.7243	24.4703	24.1404	23.7876	23.3229	22.8060
23.9727	23.6042	22.8194	22.5037	22.4236	22.0857
24.0358	23.1660	22.5991	22.3146	22.2239	22.1609
23.4806	23.5072	23.5228	23.2872	23.3106	22.1138
23.2478	23.1409	22.9137	22.3792	22.0855	21.8756
23.0833	22.2700	21.7400	21.5247	21.3960	21.4045
23.9661	23.7491	23.0586	22.7795	22.6998	22.6992
22.8709	22.7047	22.3825	21.8765	21.5207	21.3433
24.6358	24.1108	23.1784	22.1806	21.6768	21.3608
24.7340	23.3416	21.8802	21.1183	20.6765	20.3723
25.9540	25.5429	24.6837	24.2691	24.1408	23.9679
23.8729	23.7611	23.4779	23.0195	22.7368	22.9288
24.4491	24.0496	23.5426	23.4822	23.3138	23.2726
23.8976	23.2536	22.4883	21.6123	21.3395	21.1258
23.3139	23.1290	22.8343	22.4607	22.0474	21.9407
23.6858	23.4151	22.9505	22.2186	21.9145	21.7473
25.0142	24.5828	23.8698	23.6321	23.5672	23.6289
25.0707	24.7253	24.4656	24.2689	23.9094	23.8073
23.9477	23.8237	23.6321	22.9919	22.7345	22.4757
23.8011	23.5923	23.4391	23.2237	22.8567	22.5310
24.2627	24.0805	23.8627	23.5829	23.1938	22.6619
22.4545	21.9832	21.2023	20.8224	20.6536	20.4201
24.6999	24.0896	22.9318	21.7908	21.0464	20.7431
23.5819	23.2532	23.1265	22.7891	22.5196	22.2714
23.7597	22.9839	22.1299	21.1886	20.8749	20.6552
25.1141	23.4901	22.0821	20.8269	20.3976	20.2889
26.0300	24.1616	22.6968	21.7374	21.3821	21.3027
25.3237	25.1284	24.5502	24.0818	23.9409	23.8942
23.3152	22.8213	22.1284	21.7490	21.6380	21.4446
23.6931	23.5791	23.4288	22.9021	22.7163	22.4682
23.9696	23.8102	23.3922	22.7436	22.3134	22.1823
24.6773	24.1909	23.4376	23.1897	23.0594	22.8415
24.6300	24.5512	24.3643	23.9921	23.5726	23.3994
24.5196	24.3849	24.3196	24.2266	23.7812	23.5314
20.6908	20.4020	20.3191	20.3025	20.2858	20.2534
24.2404	24.0091	23.5392	22.8388	22.4327	22.1645
23.7460	23.3891	22.6150	22.2325	22.1555	22.0835
24.0998	23.4958	22.8261	22.6806	22.5553	22.4755
23.4246	23.2526	22.8775	22.3986	22.2821	22.2773
22.0866	21.5065	20.8436	20.6205	20.4334	20.4071
25.9775	24.3891	22.8938	21.6039	21.1606	20.9354
23.7063	22.9197	22.3277	22.0814	21.9541	21.8853
24.0877	23.9561	23.7746	23.3188	22.9986	22.8713
23.0959	22.7290	22.2009	21.5398	21.3736	21.3338
24.9690	24.6261	23.8804	23.0710	22.6225	22.3374
26.3865	24.8048	23.1383	21.7856	21.2586	20.9749
24.2307	23.3456	22.5015	22.1577	21.9005	21.8961
23.9453	22.0382	20.5490	19.8225	19.5312	19.4064
23.8241	23.3632	22.7872	22.6702	22.5046	22.4754
24.4921	23.8278	23.3440	23.1997	23.1034	23.1696
23.9161	23.7392	23.4725	22.8581	22.6508	22.5525
23.6462	23.5530	23.2263	22.8266	22.6179	22.7135
24.3697	23.5890	22.6136	22.1460	21.8246	21.5829
21.9272	21.4958	20.7732	20.4739	20.3077	20.0654
25.5237	25.5028	25.0818	24.5533	24.3191	24.1838
24.2008	23.9229	23.8001	23.5232	23.3328	22.9748
25.3975	24.4759	23.4175	22.5572	22.2722	22.2655
24.1131	23.9416	23.8855	23.8555	23.7012	23.3737
24.5418	23.7291	23.4405	23.2854	23.2008	23.1668
24.2790	23.6869	23.0057	22.2943	21.5686	21.2693
24.6724	24.3000	23.4802	23.1713	23.0651	22.9978
24.0739	23.9333	23.5986	23.0490	22.8868	22.9996
25.1547	24.6995	24.0745	23.9953	23.8620	23.7543
25.2202	25.0429	24.5655	24.0633	23.8713	24.0400
23.2181	22.9953	22.6639	22.2452	22.0801	22.4118
25.1795	25.0027	24.6719	23.9716	23.6622	23.5862
23.9349	23.7743	23.4859	23.0199	22.5375	22.3503
24.5169	24.3021	23.7242	23.1919	23.0442	22.9913
23.9581	23.7902	23.0855	22.8343	22.8075	22.6550
24.8799	24.7817	24.2130	23.8383	24.0483	23.6863
24.6030	24.4512	24.0848	23.6635	23.4657	23.8172
25.1054	24.9368	24.2963	23.7522	23.0411	22.7710
25.0441	24.9545	24.4741	23.8579	23.7247	23.3612
23.2176	23.0695	22.9350	22.7574	22.3405	22.3360
24.7897	24.3631	24.1647	23.9590	23.7454	23.9206
23.7275	23.5228	23.4776	23.3910	23.1221	23.1761
24.2914	24.0017	23.9061	23.6812	23.4493	22.9866
25.0281	24.7238	24.0553	23.7470	23.7180	23.6713
22.4338	21.7503	21.2203	21.0077	20.8708	20.8301
23.0867	22.8432	22.3369	21.6415	21.2615	21.2866
24.5359	24.3843	24.1166	23.5640	23.3201	23.6344
26.0893	25.6605	24.7600	23.7761	22.9441	22.3908
24.4240	24.1019	23.8657	23.6454	23.1961	23.0624
23.5924	22.4225	21.1458	20.5718	20.2553	20.0788
24.6302	24.3744	24.0338	23.9792	23.8549	23.7385
23.9584	23.7982	23.6043	23.1451	22.8718	22.8028
24.5575	24.2353	23.8808	23.4680	22.9659	22.4652
23.1186	23.0905	22.8705	22.7256	22.2965	22.8044
24.2734	24.1009	23.7115	23.2472	22.6232	22.3096
23.6331	23.2594	22.6938	22.5220	22.4184	22.4750
23.1716	22.5974	21.7353	21.4270	21.2379	21.1079
24.9417	24.4416	23.8978	23.0979	22.9038	22.9987
23.6476	23.2406	22.7105	21.7800	21.5320	21.4776
23.8735	23.4900	22.8870	22.8144	22.6466	22.6792
26.8521	25.3523	23.7552	22.4298	21.8705	21.5368
23.6287	22.9660	22.5376	22.4015	22.3353	22.1739
24.8042	24.5250	23.9339	23.2648	23.0866	23.1296
24.5234	23.9049	23.2340	23.0160	22.8343	22.7070
23.2719	22.9044	22.3426	21.4567	21.1274	20.9200
24.0061	23.7441	23.5828	23.3173	23.0865	22.9236
23.7658	23.4933	23.1494	22.4343	22.2263	22.2421
24.6620	23.7851	22.6420	22.0525	21.7898	21.7722
23.6304	22.7894	22.2430	21.9993	21.9094	21.8850
23.9141	23.7364	23.3946	22.7109	22.3697	22.2102
23.6002	23.4490	23.0664	22.5230	22.1008	21.9850
25.0012	24.8455	24.5607	24.1825	23.6286	23.4210
24.1737	24.0267	23.7734	23.4616	22.9157	22.9259
23.2449	22.2415	21.1382	20.6087	20.2577	20.0895
24.3587	24.0721	23.6284	22.8845	22.5440	22.4420
22.8817	22.4664	21.9861	21.3430	20.9754	20.7871
23.4114	22.9334	22.0752	21.6003	21.4258	21.3405
24.8800	24.3788	23.4674	23.0438	22.9422	22.8286
23.7764	22.7588	21.4810	20.7751	20.4101	20.1788
22.4631	22.2005	21.7558	21.4183	21.1054	21.0038
23.7516	23.2160	22.7702	22.6878	22.5573	22.8835
24.3477	23.6004	22.5006	21.3276	20.7897	20.5718
23.7332	23.5346	23.1354	22.5154	22.0545	21.8734
23.3094	22.2004	21.3459	20.9097	20.6247	20.5511
24.9480	24.0133	23.6489	23.4367	23.3395	23.1845
23.0048	22.4136	21.8921	21.7911	21.6359	21.8142
23.8519	23.8247	23.8272	23.4369	23.3037	22.6715
24.5389	24.2863	23.6262	23.3210	23.2227	22.9484
23.6933	23.4225	22.9642	22.8876	22.7893	22.7990
24.9343	24.5796	24.3670	24.1904	23.8752	24.0060
22.8861	22.3695	21.4844	21.1020	20.9413	20.6906
24.0398	23.7951	23.3928	23.0060	22.4992	22.1198
25.8309	24.2099	22.6177	21.3199	20.8346	20.7161
24.9467	24.2459	23.5624	23.3298	23.1733	23.3312
24.0202	23.4057	22.7254	22.5553	22.4097	22.3964
24.1896	23.6666	22.9673	22.5734	22.4338	22.4578
25.2186	24.6373	23.9598	23.1680	22.9609	22.7519
25.4370	25.0917	24.2700	23.9198	23.8682	23.7909
23.9182	23.6480	23.4850	23.2317	23.0108	22.4679
23.8394	23.6080	23.0780	22.8851	22.8003	22.6009
22.6937	22.5440	22.1027	21.7083	21.5745	21.7654
28.5439	25.8484	25.2626	24.9919	24.8600	25.5893
22.3450	21.8442	21.1741	20.9640	20.7762	20.7889
24.0662	23.7704	23.3484	22.6944	22.5471	22.7199
23.0132	22.4730	21.9971	21.2827	20.8160	20.6205
25.2502	24.6730	23.9069	23.6834	23.5252	23.5432
24.1852	23.5568	22.8306	22.5580	22.3313	22.2792
25.3265	24.7844	24.0231	23.2260	22.9516	22.8232
24.0624	23.9019	23.6074	23.2119	22.9004	22.9288
23.8262	23.2996	22.4665	22.1719	22.0244	22.0160
23.1722	22.8464	22.2132	21.9818	21.9295	21.8514
24.7978	24.5159	23.8520	23.2495	23.0453	22.9935
23.7418	23.6181	23.4336	22.7774	22.5480	22.4444
23.7443	23.4637	23.0510	22.6989	22.2690	22.0060
25.9630	25.6474	24.7879	24.4572	24.4335	24.2710
26.0339	25.3085	24.8475	24.6895	24.5600	25.0107
24.0523	23.8842	23.5659	22.9543	22.7750	22.9358
24.2939	24.1085	23.9729	23.7519	23.3163	23.1226
24.1081	23.8387	23.2683	22.9973	23.0363	22.7429
25.4391	25.2882	24.9871	24.4224	24.2388	24.2736
25.9709	25.6752	25.1321	24.7826	24.6770	24.5428
24.8213	24.5462	23.9067	23.6325	23.6631	23.3765
23.7785	23.4384	23.3089	23.0996	22.9821	22.6225
24.3746	24.1263	23.7346	22.9778	22.7411	22.6506
24.6690	24.3877	23.7509	23.1736	23.0314	22.9438
24.4776	24.3489	23.8933	23.4210	23.3090	23.3112
24.9088	24.8086	24.6155	24.0472	23.6770	22.9959
23.2044	22.7151	21.8494	21.4932	21.3567	21.0851
23.9271	23.3185	22.5962	22.3917	22.2213	22.1569
23.8987	23.7504	23.6091	23.4237	23.0794	22.6476
24.6940	24.4920	24.0446	23.3991	22.8216	22.6845
24.6877	24.5095	24.3507	24.0618	23.4790	23.1926
25.4656	25.1614	24.7768	24.3789	24.0200	23.4211
24.3807	24.1794	24.0011	23.3250	23.1301	23.1406
24.5463	24.2156	23.5408	23.0532	22.9822	22.9519
24.6528	24.4810	24.3356	24.0697	23.6726	23.3887
24.4092	24.1921	24.0628	23.5447	23.3254	23.1108
23.7240	23.3848	22.7938	22.1597	21.4503	21.0999
24.0402	23.9146	23.8335	23.6769	23.3304	23.3812
24.7497	24.1692	23.2806	22.6423	22.3778	22.1915
23.4363	22.8941	22.4438	22.3523	22.3010	22.2996
24.1525	23.6274	22.8904	22.6814	22.5850	22.4775
25.0446	24.4560	23.6879	22.8631	22.5832	22.6028
24.6393	24.1769	23.4265	22.7933	22.6165	22.4567
24.5946	24.1221	23.2834	22.9904	22.8404	22.7444
24.1784	24.1052	23.9310	23.2656	23.0403	22.9144
24.1160	23.9188	23.4832	23.0219	22.4792	22.2478
24.2323	24.1496	24.1114	23.7310	23.5425	23.1154
24.7882	24.6552	24.3663	24.0089	23.4380	23.2682
24.7194	23.9070	23.5080	23.3835	23.3681	23.3431
24.7692	24.3409	23.6413	23.0509	22.8559	22.7903
25.3742	24.4947	24.0726	23.8765	23.8989	23.9865
24.8697	24.4236	24.0598	23.7490	23.6107	23.4737
26.3469	25.0091	23.5982	22.4706	21.6109	21.3815
25.7631	25.2516	24.4517	24.0954	24.0811	23.9314
25.1326	24.2481	23.0753	21.8686	21.4172	21.1701
24.3379	24.0190	23.5840	22.8058	22.6016	22.4522
24.2804	24.0125	23.7263	23.0453	22.8267	22.8942
23.7706	23.6196	23.5057	23.3725	22.9633	22.8373
24.9586	24.5667	23.9207	23.5187	23.5163	23.5805
23.9790	23.1973	22.5449	22.3121	22.1951	22.1413
23.0556	22.1453	21.7327	21.5048	21.4357	21.4210
22.7934	22.6222	22.2628	21.7506	21.6229	21.6128
24.4940	24.3193	24.0766	23.4449	23.1732	22.9318
23.3645	23.2311	22.7949	22.3906	22.3001	22.6091
24.5227	23.8205	22.7972	21.7651	21.4072	21.3122
23.0411	22.3070	21.7138	21.4719	21.2743	21.3490
23.5526	23.3779	23.1343	22.5917	22.3621	22.0801
24.1844	23.8834	23.7706	23.5638	23.4360	23.0205
25.6489	23.7475	22.1524	20.8417	20.4135	20.1718
24.4863	23.7162	23.5778	23.4607	23.4844	23.3904
23.6466	23.1358	22.2546	21.8670	21.7176	21.5011
24.9380	24.3270	23.5774	23.3397	23.1364	23.1469
25.1472	24.4613	23.6141	22.7707	22.2388	21.8954
23.7506	23.1346	22.4663	22.2595	22.0848	22.1108
25.3582	24.7271	23.7954	22.9023	22.2924	22.0673
24.9275	24.7429	24.6868	24.5486	24.3448	24.0410
23.9921	23.9446	23.9632	23.8631	23.4591	23.4403
24.5012	24.2558	23.8646	23.2981	23.0636	23.1019
22.7901	21.9650	20.8343	20.1433	19.8227	19.7304
26.8067	25.6863	24.1964	22.9792	22.4748	22.2954
23.2679	23.0561	22.7595	22.0480	21.8211	21.8008
24.6022	23.9745	23.0378	22.5856	22.3606	22.1396
27.5006	26.0973	24.4612	23.2356	22.5758	22.2579
25.1802	24.8904	24.1241	23.8056	23.6999	23.4529
24.7681	24.4826	23.8088	23.3855	23.2974	23.2822
23.9683	23.6939	23.1931	22.7808	22.5912	22.3507
23.5758	23.2507	22.4573	22.1485	22.0921	21.9273
24.3498	23.9845	23.1332	22.8035	22.7063	22.5816
24.2854	23.5965	22.9953	22.7573	22.6018	22.6051
24.6926	24.0093	23.2050	22.9159	22.6858	22.6208
23.9884	23.8782	23.6999	23.3743	22.9916	22.8253
23.2957	22.6076	21.6060	21.1272	20.9233	20.7023
24.1852	24.1648	24.1765	23.8385	23.7239	23.4803
24.2425	22.6312	21.1877	20.4557	20.1950	20.0407
23.9670	23.3622	22.5964	22.3564	22.1862	22.2486
25.1458	24.9874	24.7311	24.2274	23.9523	24.0417
24.3280	23.8922	23.2720	22.4566	22.2394	22.1764
23.7897	23.1975	22.6841	22.5151	22.4006	22.7325
24.1693	24.0168	23.7463	23.3520	22.8502	22.7272
23.4295	22.6735	21.6049	20.8914	20.5898	20.4368
23.6159	22.9019	22.3347	22.1305	21.9834	22.2486
24.4339	24.1910	23.7568	22.8179	22.5162	22.4091
